Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Therapex,https://www.crunchbase.com/organization/therapex,"Biotechnology, Chemical, Product Research","Seoul, Seoul-t'ukpyolsi, South Korea",Therapex is a company that specializes in the development of new anticancer drugs for the treatment of intractable tumors.,"483,877",,Active,2020-01-01,year,,,,,For Profit,http://therapexbio.com,"Therapex develops anticancer drugs for patients refractory to standard treatment and drug-resistant patients. They specialize in the development of new anticancer drugs for the treatment of intractable tumors with high unmet medical demand. Their customers communicate via phone numbers, email, and addresses.",,,,
Brexogen,https://www.crunchbase.com/organization/brexogen,"Biopharma, Biotechnology, Medical","Seoul, Seoul-t'ukpyolsi, South Korea",Brexogen is a biotechnology cell therapy research and development company.,"484,291",,Active,2019-03-01,month,,,,,For Profit,http://brexogen.com,,,,USD,
Helixmith,https://www.crunchbase.com/organization/helixmith,"Biopharma, Biotechnology, Health Care","Mapo, Seoul-t'ukpyolsi, South Korea","Helixmith is a biotechnology company located in Seoul, Korea.","485,297",,Active,1996-01-01,day,,,,,For Profit,https://www.helixmith.com/,,,,,
CNCure biotech,https://www.crunchbase.com/organization/cncure-biotech,"Biotechnology, Pharmaceutical, Therapeutics","Hwasun, Cholla-namdo, South Korea",CNCure specializes in the development of radiopharmaceuticals and bacterial-based cancer therapies.,"485,569",,Active,2019-01-01,year,,,,,For Profit,http://www.cncure.co.kr,"CNCure specializes in the development of radiopharmaceuticals and bacterial-based cancer therapies. The company's offerings include an innovative microbial platform for cancer therapy, molecular imaging spies for making informed decisions, and a radio-theranostics platform for simultaneous disease diagnosis and treatment, providing healthcare professionals with science and technology to diagnose diseases early and treat them effectively to improve health conditions.",,,USD,
Bio Design Lab,https://www.crunchbase.com/organization/bio-design-lab,"Biopharma, Biotechnology, Genetics, Test and Measurement","Pohang, Kyongsang-bukto, South Korea",Bio Design Lab is a biotechnology company that develops biopharmaceutical products.,"487,382",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,http://www.biodesignlab.net,,,,USD,
Spinay,https://www.crunchbase.com/organization/spinay,"Biotechnology, Health Care, Medical","Seongnam, Kyonggi-do, South Korea",Spinai offers AI based automation software to identify fracture risk and degenerative changes in patients.,"489,948",,Active,2023-03-01,day,,,,,For Profit,,Spinai offers artificial intelligence-based automation software to identify fracture risk and degenerative changes in patients and provide appropriate preventive treatments.,Seed,,USD,
SOL,https://www.crunchbase.com/organization/sol-224c,"Biotechnology, Medical Device, Sensor","Seoul, Seoul-t'ukpyolsi, South Korea",SOL is a biotechnology company that provides lens-free optical sensors-based bio and medical devices.,"490,138",,Active,2013-01-01,year,,,,,For Profit,http://sol.re.kr,,,,USD,
AceBiome,https://www.crunchbase.com/organization/acebiome,"Biotechnology, Dietary Supplements, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",AceBiome is a probiotic company that specializes in weight management.,"496,201",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.acebiome.com,,,,,
YD Global Life Science,https://www.crunchbase.com/organization/yd-global-life-science-inc,"Biopharma, Biotechnology, Health Care, Life Science, Medical Device, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",YDGLS develops new drugs for various diseases and development & sales of precision medical products & apparatus and healthcare products.,"496,717",$1M to $10M,Active,2008-12-22,day,,,,,For Profit,http://www.bioyd.co.kr,,,,,
CRScube,https://www.crunchbase.com/organization/crscube,"Biotechnology, Medical, Software","Mapo, Seoul-t'ukpyolsi, South Korea","CRScube develops medical clinical solutions software for biotech, pharmaceutical, academic, and non-profit organizations.","497,713",Less than $1M,Active,2010-02-01,month,,,,,For Profit,https://www.crscube.io/,,,,,
ICM,https://www.crunchbase.com/organization/icm-68bc,"Biotechnology, Genetics, Health Care, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",ICM is a gene therapy developer company for incurable diseases.,"498,755",,Active,2012-01-01,day,,,,,For Profit,https://icm-bio.com/,,,,USD,
ShiftBio,https://www.crunchbase.com/organization/shiftbio,"Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",ShiftBio is specialized in developing exosome platform technologies to cure rare diseases and cancer.,"500,765",$10M to $50M,Active,2020-01-01,year,,,,,For Profit,https://shiftbio.net,,,,,
LysoTech,https://www.crunchbase.com/organization/lysotech,"Biopharma, Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",LysoTech is a drug development company that researches and develops biopharmaceutical drugs.,"502,452",,Active,2019-01-01,year,,,,,For Profit,http://www.lysotech.com,,,,USD,
Sam Chun Dang Pharmaceutical,https://www.crunchbase.com/organization/sam-chun-dang-pharmaceutical,"Biotechnology, Therapeutics","Seocho, Seoul-t'ukpyolsi, South Korea",Sam Chun Dang Pharmaceutical Co. Ltd. is a,"505,765",$50M to $100M,Active,1978-08-28,day,,,,,For Profit,http://www.scd.co.kr/,,,,,
Maru Therapeutics,https://www.crunchbase.com/organization/maru-therapeutics,"Biotechnology, Medical, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",Maru Therapeutics is a biotechnology company that develops anti-cancer immune cell therapy.,"506,925",,Active,2021-01-01,year,,,,,For Profit,https://marurx.com,,,,,
Raphas,https://www.crunchbase.com/organization/raphas,"Biotechnology, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",Raphas is a global company that has developed the most progressive drug delivery system to be found anywhere,"507,041",$10M to $50M,Active,2006-03-30,day,,,,,For Profit,http://www.raphas.com,"Despite a long history of research efforts on the subject, skin-based drug delivery techniques often cannot effectively permeate the skin barrier, with research limited to only a handful of drugs. Raphas has overcome this limitation by developing an innovative drug delivery system that enables everyone to painlessly and conveniently apply the patch on their own. Their technology can be employed in various fields, where delivery of active ingredients is required, from cosmetics to medicine. Raphas is a global company that utilizes world-class technologies while continually exploring ways of improving people’s health in order to create products that ensure their happiness.",,,USD,
Biobijou,https://www.crunchbase.com/organization/biobijou,"Biotechnology, Cosmetics, Health Care, Medical Device","Hanam, Kyonggi-do, South Korea","Biobijou is a K-beauty bio, global beauty, and healthcare manufacturing company that provides medicine, medical devices, and cosmetics.","510,540",,Active,2018-01-01,year,,,,,For Profit,http://www.biobijou.co.kr,"Biobijou is a K-beauty bio, global beauty, and healthcare manufacturing company that provides medicine, medical devices, and cosmetics. The company provides products on time and stores products and materials consistently in order to reduce costs by increasing the factory's production efficiency.",,,USD,
Cellivery Therapeutics,https://www.crunchbase.com/organization/cellivery-therapeutics,"Biotechnology, Health Care, Therapeutics","Mapo, Seoul-t'ukpyolsi, South Korea",Cellivery Therapeutics operates as a pharmaceutical company.,"511,575",Less than $1M,Active,2014-03-06,day,2018-11-09,day,,,For Profit,http://cellivery.com,"Cellivery’s therapeutic drug candidates are being developed for the prevention of life-threatening lethal diseases, including various cancer. The company’s subsequent drug discovery programs will focus on other diseases, in which the transient suppression of either symptoms or etiology would produce long-term benefits, that are both cost-effective and associated with a high quality of life.  Cellivery Therapeutics Inc. was founded by Dr. Daewoong Jo, President and CEO in March of 2014. Its earliest notions have been prepared, however, when Dr. Jo began to study for his doctoral thesis at Vanderbilt University, Nashville, TN, USA in 1997.",IPO,,,
InnoTherapy,https://www.crunchbase.com/organization/innotherapy,"Biotechnology, Health Care, Medical, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",InnoTherapy is a bio venture company,"516,974",,Active,2010-01-01,year,2019-02-01,day,,,For Profit,http://innotherapy.com/,InnoTherapy is a bio venture company that develops medical hemostatic agents that can be applied to living organisms by being inspired by various adhesives in nature .  Bio-inspired Medical Materials (BiMM) technology that redesigns the physical properties of various materials .,IPO,,USD,
CellKey,https://www.crunchbase.com/organization/cellkey,"Analytics, Big Data, Biotechnology","Cheongju, Ch'ungch'ong-bukto, South Korea",CellKey is an AI-based glycopeptide analysis solution that provides protein and glycoprotein analysis and biomarker research services.,"517,305",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,http://cellkey.co.kr,,,,USD,
Kangstem Biotech,https://www.crunchbase.com/organization/kangstem-biotech,"Biotechnology, Consulting, Health Care, Therapeutics","Seoul, Seoul-t'ukpyolsi, South Korea",Kangstem Biotech researches and develops advanced bio-pharmaceuticals that involve stem cell therapies.,"517,547",,Active,2010-10-29,day,,,,,For Profit,http://www.kangstem.com,"Kangstem Biotech develops technology to isolate the non-hematological system stem cell with conversion and purity from the cord blood and to culture large quantity. Its Furestem therapies include Furestem-AD, Furestem-RA and Furestem-CD. Its businesses include cord blood-derived stem cell therapy business; cord blood-derived stem cell conditioned media business; and stem cell culture media business.",,,,
BioApp,https://www.crunchbase.com/organization/bioapp,"Biotechnology, Health Care, Pharmaceutical","Pohang, Kyongsang-bukto, South Korea",BioApp is a biotechnology company that aims to provide a plant-derived genetically modified subunit vaccine for swine fever prevention.,"518,454",,Active,2011-01-01,year,,,,,For Profit,http://www.bioapp.co.kr,"BioApp is a biotechnology company that aims to provide a plant-derived genetically modified subunit vaccine for swine fever prevention. The company conducts research and development of plant-based green vaccine products for swine fever and African swine fever, as well as human medicines like Corona 19.",,,USD,
Dewcell Biotherapeutics,https://www.crunchbase.com/organization/dewcell-biotherapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Seongnam, Kyonggi-do, South Korea",Dewcell Biotherapeutics develops synthetic platelets using biomimetic technology.,"519,158",,Active,2021-01-01,year,,,,,For Profit,https://www.dewcellbio.com,Dewcell Biotherapeutics develops synthetic platelets using biomimetic technology. The company's system secures stem cell differentiation technology into megakaryocytes that generate platelets and mass-produces artificial platelets.,,,USD,
GI CELL,https://www.crunchbase.com/organization/gi-cell,"Biotechnology, Pharmaceutical, Therapeutics","Seongnam, Kyonggi-do, South Korea",GI CELL is a biotechnology company that develops cell-based medicines.,"520,583",,Active,2018-01-01,year,,,,,For Profit,https://gi-cell.com/kr,,Early Stage Venture,,USD,
Kingo Bio,https://www.crunchbase.com/organization/kingo-bio-co,"Biotechnology, Medical, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",Kingo Bio is a biotechnology company that treats diseases by developing genetic extract platform.,"523,002",,Active,2018-06-26,day,,,,,For Profit,http://kingobio.co.kr,,,,USD,
STCube,https://www.crunchbase.com/organization/stcube,"Biotechnology, Health Care, Pharmaceutical","Yeoksamdong, Seoul-t'ukpyolsi, South Korea",STCube is a biopharmaceutical company that develops immune evasion mechanisms in cancer.,"525,457",$1B to $10B,Active,1989-01-01,year,2001-08-01,day,,,For Profit,http://www.stcube.com/,STCube is a biotechnology and biopharmaceutical company that develops therapies to treat and overcome novel immune evasion mechanisms in cancer. Their business areas include anti-cancer immunotherapy and antiviral medication.,IPO,,USD,
Eone Diagnomics Genome Center,https://www.crunchbase.com/organization/eone-diagnomics-genome-center,Biotechnology,"Incheon, Inch'on-jikhalsi, South Korea",It provides customized medical services based on next generation sequencing (NGS) technique and cutting-edge genome analysis.,"526,052",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://www.edgc.com/,"Eone Diagnomics Genome Center Stepping Forward to Be a Global Leader in Genomic Diagnostics. It has been created by Eone Life Science Institute (ELSI) and DIAGNOMICS as a joint venture in an effort to find new solutions for diseases that afflict mankind. EDGC provides professional genomic analysis services for genetic diseases and cancer-centric medicines based on its know-how of genome interpretation and analysis and is creating new prospects for prenatal tests in order to develop unique non-invasive prenatal tests using next-generation sequencing technology. EDGC and Diagnomics currently possess a genomic analysis-driven digital genome fingerprinting technology and derived bioinformatics & NGS technologies focused on the research and development of monitoring techniques for cancer, non-invasive prenatal test, immune-rejection in organ transplantation and HAI through genomic analysis technologies.",Private Equity,,USD,
