Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Agrobridge,https://www.crunchbase.com/organization/agrobridge,"Agriculture, Farming, Supply Chain Management","Selangor, Selangor, Malaysia",Agrobridge is an agriculture company that imports and supplies fertilizers and cultivation products to the farming industry.,"1,289,640",Active,2000-01-01,year,,,,,For Profit,https://agrobridge.com.my/,,,,,
Compact Energy,https://www.crunchbase.com/organization/compact-energy,"Building Material, Energy, Manufacturing","Banting, Selangor, Malaysia",Compact Energy is a producer of quicklime and hydrated lime products.,"1,292,114",Active,2004-01-01,year,,,,,For Profit,https://www.compactenergy.com.my,,,,,
I-Tech Network Solutions,https://www.crunchbase.com/organization/i-tech-network-solutions,"Commercial, IT Management, Network Security, Security","Kuala Lumpur, Kuala Lumpur, Malaysia","I-Tech Network Solutions offers endpoint security, modular encryption, data control, network security, and data security solutions.","1,300,431",Active,2003-01-01,year,,,,,For Profit,https://itns.com.my/,,,,,
CEFL,https://www.crunchbase.com/organization/cefl,"E-Learning, Education, Online Portals","Petaling Jaya, Selangor, Malaysia",CEFL is an online portal that offers English language learning courses for students and adults.,"1,307,897",Active,2001-01-01,year,,,,,For Profit,https://cambridgeforlife.org,,,,,
MapIT MSC,https://www.crunchbase.com/organization/mapit-msc,"Consulting, Information Technology, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","MapIT MSC offers geographic information services, navigation maps, software development, consultancy, and location intelligence services.","1,312,984",Active,2001-01-01,year,,,,,For Profit,https://www.mapit.com.my,,,,,
Infowhiz,https://www.crunchbase.com/organization/infowhiz,"Consulting, Network Security, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","Infowhiz is a technology partner for IT solution providers such as VMware, F5, veeam, HPE, Acronis, commvault, and others.","1,315,532",Active,2002-01-01,year,,,,,For Profit,https://www.infowhiz.com.my/,,,,,
Haisan Resources Berhad,https://www.crunchbase.com/organization/haisan-resources-berhad,"Logistics, Manufacturing, Seafood, Warehousing, Wholesale","Pelabuhan Klang, Selangor, Malaysia","Haisan Resources Berhad specializes in industrial refrigeration, ice manufacturing, warehousing, and wholesale trading of seafood.","1,320,364",Active,2001-01-01,year,,,,,For Profit,https://www.haisan.com/,,,,,
Tek Seng Holdings,https://www.crunchbase.com/organization/tek-seng-holdings,"Industrial, Solar","Bukit Mertajam, Pulau Pinang, Malaysia","Tek Seng Holdings develops solar cells, modules, and PV systems.","1,323,176",Active,2002-05-10,day,2004-11-02,day,,,For Profit,http://www.tekseng.com.my/,"Tek Seng Holdings is an investment holding company. They offer polyvinyl chloride segments and photovoltaic solar segments. They provide PVC sheeting, polypropylene non-woven, and PVC leather-related products.",IPO,,,
Medic Pro Link,https://www.crunchbase.com/organization/medic-pro-link,"Education, Recruiting, Universities","Petaling Jaya, Selangor, Malaysia",Medic Pro Link is a student placement agency.,"1,328,632",Active,2004-01-01,year,,,,,For Profit,https://www.medicprolink.com.my,Medic Pro Link provides information about the universities represented by their company. They provide counseling services for students who aspire to further their studies in foreign universities that will suit their needs. They also assist in obtaining financial aid from various organizations. They also accompany students to the respective universities and render necessary assistance overseas.,,,,
CMR Global,https://www.crunchbase.com/organization/cmr-global,"Freight Service, Logistics, Transportation, Warehousing","Shah Alam, Selangor, Malaysia","CMR Global provides warehousing, logistics, trucking, cargo, and freight forwarding services.","1,330,396",Active,2003-01-01,year,,,,,For Profit,https://cmrglobal.com.my,,,,,
VKA Wealth Planners,https://www.crunchbase.com/organization/vka-wealth-planners,"Consulting, Financial Services, Wealth Management","Puchong, Selangor, Malaysia",VKA Wealth Planner is a financial planning firm that provides value-added financial services to individuals and businesses.,"1,334,304",Active,2003-01-01,year,,,,,For Profit,https://vka.com.my,,,,,
Exact Automation,https://www.crunchbase.com/organization/exact-automation,"Electronics, Industrial, Renewable Energy, Training","Bandar, Selangor, Malaysia",Exact Automation provides system instrument maintenance and calibration services.,"1,338,800",Active,2000-01-01,year,,,,,For Profit,http://www.exactautomation.com.my,"Exact Automation provides installing instruments and electrical equipment. Their services include project design, engineering, management, documentation, training, project site acceptance tests, and safety of the hardware system.",,,,
Golden Pencil Sdn Bhd,https://www.crunchbase.com/organization/golden-pencil-sdn-bhd,"Advertising, Event Management","Petaling Jaya, Selangor, Malaysia","At Golden Pencil, we dedicate our efforts into BRAND DIGITALISATION, Creative and Events Management.","1,339,615",Active,2000-03-01,month,,,,,For Profit,http://goldenpencils.com/,"Brands and Events is one of the main factor to determine the success of today’s brand. We embark this with consumer experiences and spark with brand juice thats touches the consumer heart. It is never the same as traditional branding when compared to Brandtech’s conceptualised story, brand positioning and revolutionise it to another level. We are always emphasising the main essence of the client’s brand in becoming the top brand.  We have been the top notch agency with numerous awards that benchmarked us a quality and efficient in brand digitalising and creative events. This has been a landscape to shape the digital future of brands . With an existing company in Hong Kong, we offer Brand Strategy & Digital Creative services that has made us on the spot, as a tool, to work and collaborate with stronger data platforms. This ensured us that we are always at the right moment and the right time for our clients.  Established back in March 2000, we, at Golden Pencil, dedicate our efforts into BRAND DIGITALISATION, Creative and Events Management. We have developed client’s brands from start ups to top leading brands. As we are familiar with creative design and advertising campaign work, it eases us to have a better understanding on what the client wants and to work with client agencies. We, at Golden pencil, aim to be a listed company, with a master planning that includes Digital Activation solutions, Golden Pencil Academy, Interior Design and Creative Branding Services that we would offer.",,,,
Integricity,https://www.crunchbase.com/organization/integricity,"Enterprise Software, Information Technology, Internet, Outsourcing, Photography, Software","Kuala Lumpur, Kuala Lumpur, Malaysia",Integricity Corporation is a leading provider of web and internet solutions.,"1,348,205",Active,2000-01-01,year,,,,,For Profit,https://www.integricity.com,,,,,
Mobile88,https://www.crunchbase.com/organization/mobile88,"E-Commerce, News","Kuala Lumpur, Kuala Lumpur, Malaysia","Mobile88 provides product comparisons, reviews, and prices of smartphones and tablets.","1,349,018",Closed,2000-05-09,day,,,,none,For Profit,http://www.mobile88.com/index.asp,"Mobile88 provides product comparisons, reviews, and prices of smartphones and tablets.",,,,
GT-MAX,https://www.crunchbase.com/organization/gt-max,,"Selangor, Selangor, Malaysia",GT-MAX provides motorbike repair and maintenance services.,"1,361,751",Active,2002-01-01,year,,,,,For Profit,https://www.gt-max.com.my/,"GT-MAX provides motorbike repair and maintenance services. Products from the company include steering, seats, fuel tanks, rear wheels, side covers, leg shields, and other accessories.",,,,
Instacom Group Berhad,https://www.crunchbase.com/organization/instacom-group-berhad,"Information Services, Telecommunications","Kuching, Sarawak, Malaysia",Instacom Group Berhad is a telecommunication network services industry.,"1,368,432",Active,2002-10-01,day,,,,,For Profit,http://www.instacom.my/,,,,,
Asia Recruit,https://www.crunchbase.com/organization/asia-recruit,"Consulting, Human Resources, Recruiting, Staffing Agency","Shah Alam, Selangor, Malaysia","Asia Recruit is a staffing agency that provides job vacancies, international recruitment, contract, and permanent placement services.","1,369,358",Active,2003-01-01,year,,,,,For Profit,https://asiarecruit.com.my,,,,,
EZT Group,https://www.crunchbase.com/organization/ezt-group,"Consulting, Marketing, Property Development, Property Management, Real Estate, Real Estate Investment","Petaling, Kuala Lumpur, Malaysia","EZT Group is a real estate company that provides property sales, investment, management, consulting, and development services.","1,369,776",Active,2004-01-01,year,,,,,For Profit,https://www.eztgroup.com.my,,,,,
Biforst Group,https://www.crunchbase.com/organization/biforst-group,"Freight Service, Logistics, Transportation, Warehousing","Selangor, Selangor, Malaysia","Biforst Group is a logistics company that offers warehousing, air, and sea freight services.","1,374,126",Active,2003-11-20,day,,,,,For Profit,https://www.biforst.com,,,,,
NL Cold Chain Network,https://www.crunchbase.com/organization/nl-cold-chain-network,"Manufacturing, Supply Chain Management, Transportation, Warehousing","Puchong, Selangor, Malaysia",NL Cold Chain Network is a transportation & warehousing company that specializes in manufacturing processes & new uses for cold chain.,"1,381,636",Active,2002-01-01,day,,,,,For Profit,http://coldchain.com.my/,,,,,
Zenpro,https://www.crunchbase.com/organization/zenpro,"Furniture, Interior Design, Manufacturing","Selangor, Selangor, Malaysia","Zenpro is a furniture manufacturing company that offers office modular furniture, office partitions, and open plan systems.","1,381,687",Active,2003-01-01,year,,,,,For Profit,https://www.zenpro.com.my/,,,,,
Spectrum Edge,https://www.crunchbase.com/organization/spectrum-edge,"Advice, Architecture, Cyber Security, Information Technology","Kuala Lumpur, Kuala Lumpur, Malaysia",Spectrum Edge is a technology firm that delivers information security and thin-client solutions in Malaysia.,"1,396,213",Active,2001-01-01,year,,,,,For Profit,https://www.spectrum-edge.com,,,,,
Infra Design,https://www.crunchbase.com/organization/infra-design,"Advertising, Brand Marketing","Kuala Lumpur, Kuala Lumpur, Malaysia","Infra Design is an advertising, branding and design hub company.","1,401,802",Active,2002-01-01,day,,,,,For Profit,http://www.infradesign.com.my/,,,,,
vOffice Malaysia,https://www.crunchbase.com/organization/voffice-malaysia,Service Industry,"Kuala Lumpur, Kuala Lumpur, Malaysia",vOffice provides virtual office service and business services in Malaysia.,"1,411,645",Active,2003-01-01,day,,,,,For Profit,http://www.voffice.com.my/,,,,,
